Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
21,0.6544446431765337,0.9992640565204592,0.6285381930981,0.6459616081130025,0.6390018484288356,0.6672354948805461,0.6490270958356065,0.6298959318826869,0.6486632947976878,0.6392499071667286,0.9995409334353481,0.9993514915693904,0.6331417624521073,0.36267208305123,0.6280313156387245,0.6286968135851937,0.6516152061395681,0.3578875793291024,0.648014440433213,0.6687864334923159,0.0,0.6220151426907397,0.6616880861410213,0.6281213983864771,0.6443591150118853,0.9992640565204592,0.6445376618639431,0.6401037805782062,0.6574837690822952,0.6428839654524972,0.6688190314358539,0.9990160247399494,0.9995352439969016,0.6361095584125209,0.6320379146919431,0.9990378006872852,0.6284184356473513,0.6361423220973783,0.635102193887118,0.6447272727272727,0.9991562368162002,0.6275,0.6276494176054993,0.3727743971151679,0.6321272968365221,0.6575895994378074,0.6213878513858856,0.9992697531765736,0.6487364620938628,0.6228104320747372,
22,0.36167371466726017,0.9990951591011914,0.28910891089108914,0.34239746204396104,0.23158153241650292,0.3672075149444919,0.4108900065602449,0.2092081963066026,0.409950032587443,0.3382796197542314,0.9995292640828495,0.9991673605328892,0.30092592592592593,0.6251211475092072,0.31623111963557904,0.08426506681210799,0.41555936562366047,0.622788255881781,0.2585551330798479,0.41895368782161235,0.6220151426907397,0.0,0.44035559230928256,0.22932521562658548,0.34768740031897927,0.9990951591011914,0.24903660886319845,0.33927331636195324,0.419708799324752,0.3115890083632019,0.37147102526002973,0.9985609440207224,0.9993642720915448,0.32757009345794397,0.09041689225771521,0.9988751406074241,0.3124699085219066,0.3358261275999065,0.2247443252681467,0.33781627535901526,0.9987042902389864,0.05926544240400666,0.08687363834422657,0.646077114905045,0.20290224032586557,0.42215189873417724,0.04592127780946953,0.9991023339317774,0.3629861421546714,0.04578858111927642,
23,0.3720122574055158,0.9991711562370493,0.44884488448844884,0.44433536226192816,0.45427553444180524,0.42892483349191246,0.43064966121960946,0.43186454508363936,0.21985178531327199,0.4431317581097317,0.9995702621400946,0.9992439135037048,0.45600814663951117,0.6720124159337817,0.42204301075268813,0.44731489015459724,0.2674317886530966,0.6705272255834054,0.4626113909337466,0.46263482280431434,0.6616880861410213,0.44035559230928256,0.0,0.44953003677973025,0.469029996104402,0.9991711562370493,0.45680705190989224,0.44320000000000004,0.2728242320819113,0.47009569377990434,0.43062926459438966,0.9990740740740741,0.9994202898550725,0.43269424823410696,0.4524338517471218,0.99909338168631,0.42407943731899045,0.4776442781169983,0.4565434565434565,0.44212186945375664,0.999206034140532,0.45150091892995714,0.4476306691071792,0.6873287671232877,0.43338782182264,0.27495733788395904,0.4450698353137378,0.9991771804717499,0.42054958183990443,0.4452252997106242,
24,0.3732425307557118,0.9991011235955056,0.290489063652003,0.3613894455577822,0.2843949798721288,0.39749999999999996,0.42638829100301334,0.25758317025440314,0.42670940170940175,0.34306066176470584,0.9995324918186068,0.9991734170937345,0.3013798111837328,0.6364157432174246,0.322572988369333,0.2472105132655591,0.4349747474747475,0.6346743295019157,0.29942329873125717,0.43005291005291,0.6281213983864771,0.22932521562658548,0.44953003677973025,0.0,0.3515589697243561,0.9991011235955056,0.2955022139361454,0.34327673244607615,0.4400496997307931,0.310361216730038,0.40049751243781095,0.998856325947105,0.9995265898690232,0.3394051187456767,0.24654150197628455,0.9988820570150923,0.31686948222381295,0.34066697545159796,0.23272458045409672,0.35699888017917136,0.9989988558352403,0.24831544796605942,0.24807930607187112,0.6539044730856709,0.25564833005893906,0.4408290155440414,0.23612177027372727,0.9991082045184304,0.37780713342140027,0.23669538773441456,
25,0.38684597604538773,0.9992803684513529,0.3210220673635308,0.40221943048576214,0.39311671654553226,0.4329004329004329,0.4702440992535808,0.3790004384042087,0.46068548387096775,0.38658904700301855,0.9995515024667364,0.9993672888326479,0.32936053174421265,0.6531539720050901,0.37632743362831855,0.36576135351736416,0.45200803212851404,0.6512942034269049,0.4088259783513739,0.42547092547092547,0.6443591150118853,0.34768740031897927,0.469029996104402,0.3515589697243561,0.0,0.9992803684513529,0.3992403460645706,0.3870828848223896,0.45720498122158526,0.37508254457407,0.43770780363778605,0.9986235375086029,0.9995460735360872,0.3867904165767322,0.3644030181979583,0.9990577466684615,0.3640017865118357,0.31092436974789917,0.377782627673505,0.3996634413125789,0.998760671991187,0.3575129533678757,0.36430481283422456,0.6737410071942447,0.3741181657848325,0.456129926718162,0.35430539609644085,0.9992858163119555,0.39360807401177456,0.35382513661202186,
26,0.9992914836332719,0.0012614317250079221,0.9992433414043583,0.9991440798858773,0.9991299303944315,0.999182895274411,0.9991381786842861,0.9991142604074402,0.9991445680068435,0.9991256193529583,0.9996707818930041,0.999649675950254,0.9992502624081572,0.9992635145087642,0.9992558416431017,0.9991071428571429,0.9991534988713319,0.9992624280867385,0.9991456642460487,0.9992927864214993,0.9992640565204592,0.9990951591011914,0.9991711562370493,0.9991011235955056,0.9992803684513529,0.0,0.9991385498923188,0.9991267646630767,0.9991648106904232,0.9991125573140068,0.9991855572146057,0.6020151133501259,0.9996663886572144,0.9991244710345834,0.9991109794043562,0.6130540870272468,0.9991051454138703,0.9992665395335192,0.9991192014092778,0.9992844876931883,0.6016806722689076,0.9991004497751125,0.9991071428571429,0.9992596979567664,0.9991116375481196,0.9991636465012546,0.999083409715857,0.02258663366336633,0.9992877492877493,0.9990921470721743,
27,0.38645418326693226,0.9991385498923188,0.3498064222272831,0.34221933246640657,0.13950617283950617,0.38158961881589615,0.4298698615988432,0.2007281553398058,0.4259563965446318,0.3579246935201401,0.999552706127926,0.9993690851735015,0.3587151841868823,0.6518424396442186,0.3437640702386312,0.2590489709013485,0.43709546925566345,0.6494901675163876,0.18522027475130265,0.45994005994005993,0.6445376618639431,0.24903660886319845,0.45680705190989224,0.2955022139361454,0.3992403460645706,0.9991385498923188,0.0,0.3581110625273284,0.4428742038216561,0.3592017738359202,0.38360589541691903,0.9984894259818731,0.9995473064735174,0.34868856072294463,0.2571361170087285,0.9989255976363148,0.3365798414496036,0.3761707688956655,0.272432181776026,0.3392857142857143,0.9986261849155104,0.25976190476190475,0.2578125,0.6657039711191336,0.19197847884568353,0.438961038961039,0.2539489671931956,0.9991450555713879,0.39050021017234127,0.2543352601156069,
28,0.32577092511013217,0.9991267646630767,0.3398328690807799,0.2976566020730058,0.34017399063127374,0.35254803675856305,0.4175801011804384,0.3381017257039055,0.41397398237515737,0.017928819909017957,0.9995463481022229,0.9991993594875901,0.34829402335699566,0.646298689311427,0.2817601135557133,0.3511121198365865,0.42780638516992786,0.6443909663087746,0.3594190331671363,0.4580801944106926,0.6401037805782062,0.33927331636195324,0.44320000000000004,0.34327673244607615,0.3870828848223896,0.9991267646630767,0.3581110625273284,0.0,0.43097848152659357,0.3548750281468138,0.3557772236076475,0.9986089859507581,0.9993876301285977,0.18186286556893583,0.34415437003405225,0.998911860718172,0.048452220726783346,0.3583853702051739,0.34970838941229254,0.29283771532184955,0.9987475647091567,0.3527397260273972,0.3496138119036801,0.6623900293255132,0.3293659876401923,0.4314163787847999,0.3451575262543757,0.9991334488734835,0.335387323943662,0.3447478019435447,
29,0.41371016235718583,0.9991648106904232,0.43893768297783353,0.4367176634214186,0.43795326349717967,0.4716734998136415,0.4163628999594978,0.4247678018575851,0.2909248805905341,0.43057532018702993,0.9995668495524112,0.9989322757779133,0.44696657036731324,0.6681762759101202,0.4120729406832949,0.4336502687060769,0.17165209387942937,0.666899441340782,0.44678754434371304,0.45597974289053367,0.6574837690822952,0.419708799324752,0.2728242320819113,0.4400496997307931,0.45720498122158526,0.9991648106904232,0.4428742038216561,0.43097848152659357,0.0,0.4648398146282491,0.47430903357447596,0.9985335288628183,0.9994156318480643,0.4237530662305805,0.4373459326211997,0.9989562948467058,0.4118017639647207,0.46642685851318944,0.4464249544257647,0.4313137372525495,0.998666311016271,0.43557772236076475,0.43332644200951,0.6802496965493324,0.42499482722946413,0.1774449739051509,0.42969247083775186,0.9991709271797706,0.41445249597423506,0.429322675641565,
30,0.38207343412526995,0.9991125573140068,0.29243452958292915,0.36839798378259914,0.35664649181797803,0.404185473943373,0.43250688705234164,0.3347193347193347,0.45360182686319284,0.3546786922209696,0.9995386744579425,0.9991850040749797,0.304368584387682,0.6435680751173709,0.34765534765534767,0.3192389006342494,0.4609247135842881,0.6413637219815408,0.37126010045861546,0.45723684210526316,0.6428839654524972,0.3115890083632019,0.47009569377990434,0.310361216730038,0.37508254457407,0.9991125573140068,0.3592017738359202,0.3548750281468138,0.4648398146282491,0.0,0.4074300877730149,0.9985873710976126,0.9993771410775459,0.34514078110808355,0.3226710249824889,0.9988953327809997,0.3317757009345794,0.3471620697515386,0.34240622140896615,0.36483807005948443,0.998728094968909,0.32626619552414604,0.31726246472248354,0.6626976744186046,0.32658286778398515,0.46344911147011314,0.31702025072324014,0.9991194599354271,0.3848320693391116,0.3168458781362007,
