842867,842900,842866,842865,842864,842904,842903,842869,842902,842868,842901,842908,842907,842906,842905,842909,842870,842874,842873,842872,842871,842878,842911,842877,842910,842876,842875,842915,842914,842913,842879,842912,842919,842918,842917,842916,842881,842880,842885,842884,842883,842882,842801,842889,842922,842800,842888,842921,842887,842920,842886,842926,842804,842925,842803,842924,842802,842923,842809,842929,842928,842806,842927,842892,842891,842890,842896,842895,842894,842893,842779,842812,842933,842778,842811,842899,842932,842810,842898,842931,842897,842930,842816,842937,842815,842936,842935,842934,842819,842818,842939,842817,842938,842782,842781,842780,842786,842785,842784,842823,842944,842789,842822,842943,842788,842821,842942,842787,842820,842941,842827,842948,842826,842947,842825,842946,842824,842945,842829,842828,842949,842793,842792,842791,842790,842797,842830,842951,842950,842795,842794,842834,842955,842833,842954,842799,842953,842798,842831,842952,842838,842959,842837,842958,842836,842957,842835,842839,842962,842840,842961,842960,842845,842966,842844,842965,842964,842842,842963,842849,842848,842847,842846,842852,842851,842850,842856,842855,842854,842853,842859,842858,842857,842863,842862,842861,842860

Genome 26
842975,842969,842968,842973,842972,842970

Genome 27
842977,842976,842978,839653

Genome 28
842988,842987,842986,842985,842989,843040,843041,843042,842991,842990,843004,843005,843006,842995,843043,842994,843000,843044,842993,843001,843045,842992,843002,842999,842998,842997,842996,843007,843008,843009,843014,843012,843013,843018,843019,843020,843025,843026,843027,843028,843021,843022,843023,843024,843029,842979,843030,843031,842980,843036,843037,843038,843039,842984,843032,842983,843033,842982,843034,842981,843035

Genome 29

Genome 30

Genome 31
843050,843051,843052,843047,843048,843049,842036,843046

Genome 32

Genome 33

Genome 34

Genome 35
839993,843061,843083,843062,843084,843063,843064,843080,843081,843060,843082,843069,843065,843066,843067,843068,843072,843073,843074,843075,843070,843071,843059,843076,843077,843078,843079

Genome 36
842349,843085,843086

Genome 37
843160,843161,843162,843163,843168,843169,843164,843165,843166,843167,843171,843172,843173,843174,843170,843179,843175,843176,843177,843178,843182,843183,843184,843185,843180,843181,843102,843104,843105,843186,843187,843100,843188,843101,843189,843106,843107,843108,843109,843190,843191,843113,843114,843115,843116,843110,843111,843112,843117,843118,843119,843124,843125,843126,843127,843120,843088,843121,843122,843123,843128,843129,843094,843095,843096,843130,843090,843091,843092,843093,843135,843136,843137,843138,843131,843099,843132,843133,843134,843139,843140,843141,843146,843147,843148,843149,843142,843143,843144,843145,843150,843151,843152,843157,843158,843159,843153,843154,843155,843156

Genome 38

Genome 39

Genome 40

Genome 41

Genome 42
841190,839943,840525,840393,842148,840278

Genome 43
843319,843315,843316,843317,843318,843281,843282,843283,843284,843280,843289,843322,843323,843324,843325,843285,843286,843287,843320,843288,843321,843326,843327,843328,843329,843292,843293,843294,843295,843290,843291,843333,843213,843334,843214,843335,843215,843336,843296,843297,843330,843298,843331,843299,843332,843216,843337,843217,843338,843218,843339,843219,843223,843224,843225,843226,843340,843220,843341,843221,843342,843222,843227,843228,843229,843234,843235,843236,843237,843230,843231,843232,843233,842546,843238,843239,843240,843245,843246,843247,843248,843241,843242,843243,843244,843249,843250,843097,843251,843256,843257,843258,843259,843252,843253,843254,843255,843260,843261,843262,843267,843300,843268,843301,843269,843302,843303,843263,843264,843265,843266,843308,843309,843304,843305,843306,843307,843270,843271,843272,843273,843278,843311,843279,843312,843313,843314,843274,843275,843276,843277,843310

Genome 44
843344,843343

Genome 45
843348,843359,843349,843370,843360,843350,843361,843355,843366,843345,843356,843367,843346,843368,843347,843369,843351,840421,843352,843363,843353,843364,843354,843365

Genome 46
840450

Genome 47

Genome 48
843371,843372,843373

Genome 49
843374

Genome 50

Genome 51
843375,843376

Genome 52
843377

Genome 53

Genome 54

Genome 55
843380,843381,843382,843383,841380,843378,843379,843384,843385,843386,843387

Genome 56
843388,843389

Genome 57
841920,839822,841703,840977,843390,840164,840491,839809,841041

